date,returns,vol_5,vol_21,vol_63,trend_5,trend_21,range,vol_ratio,momentum_21,momentum_63
2000-04-03,0.005802159623063284,0.010912110836814353,0.016533739955378633,0.01715338843932121,-0.0009068469354015221,0.0034203249668088766,0.016942148760330643,0.659990471984199,0.07446925598898724,0.04260937252885455
2000-04-04,-0.007466294648429883,0.011124878621556457,0.016448428828876614,0.01638626737680854,-0.0012450992688416,0.0035310197764006506,0.07733139050790999,0.6763490140788272,0.0769698628708484,0.0769698628708484
2000-04-05,-0.006264577265310326,0.011229385901818208,0.015758616049224093,0.01641281012861557,-0.002704875869564055,0.004162807181143503,0.021365731043150357,0.71258706137276,0.09135380750968314,0.0683331968538472
2000-04-06,0.008655624730626041,0.008690137709236595,0.015736640107408273,0.016289732706378908,0.0024024340133733495,0.0046347350921129085,0.01785899698889004,0.5522231969418666,0.1022234269229012,0.09522199931850528
2000-04-07,0.0063137079092297,0.007640749643228115,0.014743462899849999,0.014706767871248173,0.0014081240698357634,0.0035637479449107893,0.010730499380932812,0.5182466083531742,0.07771030956727598,0.04166311501397124
2000-04-10,-0.003928363917330687,0.007479274001567172,0.014704085131252292,0.014713552677019409,-0.0005379806382430307,0.003630840488888792,0.0185415371866581,0.5086527951113807,0.07922981261596718,0.03403220660749784
2000-04-11,-0.002904685822762776,0.006655754310239277,0.014404998287864235,0.014632489471671983,0.00037434112689039065,0.004015782518917403,0.021608144608352486,0.4620447831532576,0.08798942954765288,0.043519080679559785
2000-04-12,-0.02780848711018816,0.014444417792823993,0.01552171159131771,0.015009245189994478,-0.003934440842085176,0.003372838661470327,0.034180730613116675,0.930594394042451,0.07339831597656965,0.02509830939420521
2000-04-13,-0.013983328462186386,0.012985865127491374,0.015275304063762317,0.015022243412595572,-0.008462231480647661,0.0016087804069712444,0.03032928942807611,0.850121547386923,0.03436156248349631,-0.0026439523066783543
2000-04-14,-0.05889334027465227,0.023179232597337885,0.01712684793748379,0.01665044547553662,-0.021503641117424054,-0.0033697430251282915,0.06847426470588239,1.3533857883217295,-0.06831881922003857,-0.0722814897471552
2000-04-17,0.03433088865263384,0.03415024728953971,0.018910450073282348,0.01721646621947466,-0.013851790603431152,-0.002048669899203343,0.04307282415630559,1.8058928876467584,-0.042109748776462896,-0.032265659798557556
2000-04-18,0.02607749402272706,0.038637652871601216,0.019858785108096015,0.017508084331386727,-0.008055354634333184,-0.0005631966760110257,0.03244646333549645,1.9456201706845322,-0.011757464610354651,-0.014721689701707175
2000-04-19,-0.009344653496186387,0.037130736244743404,0.019347899980902444,0.017439637529750328,-0.0043625879115328295,-0.001975483036575719,0.018122270742358216,1.9191093752497017,-0.04063641223645087,-0.008713397141751344
2000-04-20,0.004791948943593197,0.0368629589976947,0.01932360553471418,0.017448631777738588,-0.0006075324303769124,-0.0020356976739042357,0.01086484137331593,1.9076646400937798,-0.0418487678991335,-0.0017965453392486674
2000-04-24,-0.010924332278912697,0.020521371796853476,0.018908285874359856,0.01711670214009654,0.008986269168771002,-0.003362016258475565,0.019771528998242527,1.085311060622423,-0.06816763040961238,0.016158290151248256
2000-04-25,0.04068089998963413,0.022575662553908433,0.021150123641180973,0.017808852392268343,0.01025627143617106,-0.0017067180847169846,0.02510018983336839,1.0674009730114211,-0.035206393486358234,0.04646569739957784
2000-04-26,-0.011348393552713098,0.02222022283854532,0.021165656998276786,0.017840599048518833,0.002771093921083029,-0.0017404822503445858,0.018773333333333225,1.0498243848681095,-0.035890235493145295,0.04292339495444941
2000-04-27,-0.003312466489419294,0.021551648009785023,0.021149001731981674,0.017837896791979408,0.003977531322436448,-0.001623217179306005,0.029751712328767117,1.0190385476773811,-0.03351312539808915,0.04364349493976327
2000-04-28,-0.006226557878351275,0.02200609455122386,0.021162730589224684,0.017375103428525527,0.0017738299580475532,-0.0019689725896228256,0.019276329959078346,1.0398513773278664,-0.040505239669058724,0.07056052363160026
2000-05-01,0.013478303404090921,0.021176203852361665,0.021130056420164363,0.01713705045541227,0.0066543570946482776,-0.000523295061615592,0.017955801104972396,1.0021839710826925,-0.010929035650369623,0.0564175154410087
2000-05-02,-0.02017688542972047,0.01240062884670217,0.021365007473355725,0.01730049234757186,-0.0055171999892226434,-0.00202149235002693,0.020815264527319997,0.5804177163133212,-0.041562897441904,0.025215901489481718
2000-05-03,-0.023695357234741952,0.014841289223055337,0.0217903468025853,0.01756442607870449,-0.007986592725628414,-0.0034261360099224177,0.029973357015985847,0.6810946772675736,-0.06942151209354475,0.0003210372646007542
2000-05-04,0.007520276167853498,0.016402753788018285,0.021896563912548427,0.017487206977524313,-0.005820044194173856,-0.00271248978057559,0.011348611723226104,0.7491017245230078,-0.055370304966714246,-0.0070856468219420154
2000-05-05,0.012046738047840986,0.01822412763912382,0.02211158161935708,0.017545837458339035,-0.0021653850089354033,-0.0018405223847112416,0.02133681689527524,0.8241892395055956,-0.03791355249157824,0.009132599370918593
2000-05-08,-0.007539749336622341,0.016002206171250935,0.022009387668730836,0.017571397367438093,-0.006368995557078055,-0.0026117306736278315,0.010749149939673137,0.7270627612228203,-0.05336940788909672,0.0030916405944991787
2000-05-09,-0.008039513579836588,0.014203450795790397,0.02194111442919541,0.01751469651561946,-0.00394152118710128,-0.0032952174112024163,0.02222467934542239,0.647344091915902,-0.06685956126929993,-0.01830028442087539
2000-05-10,-0.022814457526845505,0.013899375423572554,0.02235158264014965,0.017546379305712814,-0.00376534124552199,-0.004194555202131693,0.023303167420814442,0.6218519577493101,-0.08431756330215578,-0.01985577844653663
2000-05-11,0.022593785002859825,0.017991434011209995,0.023105038158586624,0.017780553552915065,-0.0007506394785207246,-0.002980342305673475,0.016810440168104377,0.7786801254220721,-0.060668839555872434,0.0005499008891580726
2000-05-12,0.010779842410248465,0.017773751202564074,0.022559758526419175,0.017634412941385045,-0.0010040186060392288,-0.0011428028047003017,0.012910284463894988,0.7878520145395029,-0.023713176200568897,0.0323603250813711
